qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.10733437538146973,0.19913005828857422,0.19834280014038086,0.18651437759399414,0.18082404136657715,0.22882580757141113,0.1671280860900879
0.1052396297454834,0.1895132064819336,0.1910102367401123,0.17963552474975586,0.18226289749145508,0.24170899391174316,0.16525793075561523
0.10382890701293945,0.1942133903503418,0.1869666576385498,0.1867232322692871,0.1873030662536621,0.24159646034240723,0.17836451530456543
0.10832548141479492,0.20462250709533691,0.2156057357788086,0.18946337699890137,0.18541955947875977,0.23317265510559082,0.1776418685913086
0.10898852348327637,0.20056533813476562,0.20409631729125977,0.1861710548400879,0.18857645988464355,0.23375415802001953,0.1696619987487793
0.10458755493164062,0.21065831184387207,0.19388651847839355,0.18361210823059082,0.1870570182800293,0.22986435890197754,0.18775224685668945
0.10471677780151367,0.20540976524353027,0.20372486114501953,0.1803131103515625,0.1850290298461914,0.22699308395385742,0.16516804695129395
0.10544443130493164,0.18977928161621094,0.20467424392700195,0.1806786060333252,0.18627667427062988,0.2301011085510254,0.16431140899658203
0.10495615005493164,0.20985627174377441,0.19584870338439941,0.18063974380493164,0.18798470497131348,0.2312755584716797,0.24170327186584473
0.11333799362182617,0.21449041366577148,0.21213269233703613,0.18093085289001465,0.18400263786315918,0.2298731803894043,0.16934919357299805
0.10098481178283691,0.2057187557220459,0.19307804107666016,0.1751852035522461,0.18239331245422363,0.22252130508422852,0.16348767280578613
0.10129904747009277,0.20222187042236328,0.20107293128967285,0.1820969581604004,0.1828756332397461,0.2272965908050537,0.16556859016418457
0.10415863990783691,0.19856691360473633,0.19844675064086914,0.18514609336853027,0.181685209274292,0.22398662567138672,0.16428208351135254
0.10322356224060059,0.1920008659362793,0.19095134735107422,0.1827409267425537,0.181959867477417,0.22518062591552734,0.1652050018310547
0.10535407066345215,0.19832587242126465,0.19025325775146484,0.18090057373046875,0.1824946403503418,0.22478461265563965,0.16540861129760742
0.10475420951843262,0.19225049018859863,0.1954483985900879,0.18741822242736816,0.18304014205932617,0.22759795188903809,0.1638178825378418
0.10369300842285156,0.18970084190368652,0.20052170753479004,0.1880025863647461,0.18083882331848145,0.22435832023620605,0.16412973403930664
0.10396194458007812,0.19705629348754883,0.19344115257263184,0.18107175827026367,0.1830291748046875,0.2256176471710205,0.16487693786621094
0.10494399070739746,0.1914961338043213,0.20169305801391602,0.19272708892822266,0.18337464332580566,0.23234820365905762,0.17170405387878418
0.10464930534362793,0.19641566276550293,0.20367741584777832,0.19214630126953125,0.18388819694519043,0.23500871658325195,0.16799497604370117
0.10435724258422852,0.1983795166015625,0.19438481330871582,0.18509364128112793,0.18177437782287598,0.23054099082946777,0.1665053367614746
0.10487031936645508,0.19248604774475098,0.18932032585144043,0.18232965469360352,0.1844921112060547,0.22908377647399902,0.16813015937805176
0.10501480102539062,0.194197416305542,0.18841218948364258,0.18137073516845703,0.18403148651123047,0.22848939895629883,0.1681222915649414
0.10407805442810059,0.20487689971923828,0.1981208324432373,0.18040871620178223,0.17596888542175293,0.22118353843688965,0.16015195846557617
0.09929156303405762,0.19579124450683594,0.19075679779052734,0.17974114418029785,0.17882990837097168,0.21980834007263184,0.1616835594177246
0.10014700889587402,0.1966383457183838,0.19460725784301758,0.1752157211303711,0.18078184127807617,0.21985316276550293,0.16395354270935059
0.1023402214050293,0.19326257705688477,0.1924724578857422,0.18287062644958496,0.18018221855163574,0.22381973266601562,0.16318678855895996
0.10246729850769043,0.19867491722106934,0.18776392936706543,0.180619478225708,0.17325544357299805,0.22239923477172852,0.20135235786437988
0.10221552848815918,0.19650936126708984,0.21210479736328125,0.18434357643127441,0.1818532943725586,0.2241373062133789,0.16615772247314453
0.10159134864807129,0.19459915161132812,0.20338726043701172,0.18500447273254395,0.18316936492919922,0.22379183769226074,0.16536664962768555
0.10341811180114746,0.20090460777282715,0.1945047378540039,0.18021130561828613,0.17795062065124512,0.22392821311950684,0.16496515274047852
0.10374855995178223,0.19154739379882812,0.19042563438415527,0.17417240142822266,0.18146610260009766,0.22607707977294922,0.1649184226989746
0.10290956497192383,0.19085264205932617,0.1950068473815918,0.18877005577087402,0.18409323692321777,0.2285022735595703,0.16457486152648926
0.10318708419799805,0.2072286605834961,0.19651508331298828,0.19172906875610352,0.18898487091064453,0.22588133811950684,0.16535353660583496
0.10476136207580566,0.20192432403564453,0.19693827629089355,0.22617387771606445,0.18236732482910156,0.24289941787719727,0.1839122772216797
0.10918354988098145,0.2099449634552002,0.2064981460571289,0.17845821380615234,0.18259477615356445,0.23021507263183594,0.1667494773864746
0.10286927223205566,0.20000624656677246,0.19873762130737305,0.19220662117004395,0.1870579719543457,0.2339344024658203,0.17397522926330566
0.10663151741027832,0.2047572135925293,0.20288753509521484,0.18506741523742676,0.18506431579589844,0.22731852531433105,0.1675243377685547
0.10760855674743652,0.1973743438720703,0.2052769660949707,0.19372344017028809,0.18918609619140625,0.2308950424194336,0.17321324348449707
0.10512757301330566,0.20513558387756348,0.20118260383605957,0.18132925033569336,0.18981385231018066,0.23209309577941895,0.17256426811218262
0.10564684867858887,0.20261478424072266,0.19505739212036133,0.18378162384033203,0.1871027946472168,0.29404664039611816,0.1663219928741455
0.1150214672088623,0.20444273948669434,0.20706605911254883,0.20295143127441406,0.18201923370361328,0.22825288772583008,0.17233586311340332
0.10265302658081055,0.1976299285888672,0.20061278343200684,0.18358397483825684,0.18091702461242676,0.22727680206298828,0.1717510223388672
0.10383486747741699,0.19710159301757812,0.19950628280639648,0.18113136291503906,0.18410301208496094,0.22896504402160645,0.16813898086547852
0.10393071174621582,0.19093799591064453,0.1896510124206543,0.18387460708618164,0.18153977394104004,0.22330880165100098,0.16314101219177246
