qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.10538172721862793,0.15242791175842285,0.16591691970825195,0.15604066848754883,0.14986538887023926,0.15187978744506836,0.05613422393798828
0.05811285972595215,0.11124587059020996,0.10304737091064453,0.0870060920715332,0.09969425201416016,0.10706520080566406,0.05370616912841797
0.05132031440734863,0.10334038734436035,0.09639883041381836,0.08300256729125977,0.08651351928710938,0.10569357872009277,0.04697227478027344
0.06758761405944824,0.09720730781555176,0.09193706512451172,0.0737142562866211,0.0785362720489502,0.08999872207641602,0.042722225189208984
0.05177140235900879,0.09499573707580566,0.09229397773742676,0.08229756355285645,0.08836030960083008,0.09927749633789062,0.04749894142150879
0.05660223960876465,0.09721064567565918,0.1063699722290039,0.08472514152526855,0.08369874954223633,0.09057760238647461,0.04340100288391113
0.04788827896118164,0.09428834915161133,0.09658622741699219,0.08676815032958984,0.08040189743041992,0.10226678848266602,0.04708504676818848
0.054494380950927734,0.09424662590026855,0.09373068809509277,0.0844578742980957,0.08137679100036621,0.09059548377990723,0.04459691047668457
0.04819607734680176,0.0910637378692627,0.08979368209838867,0.08150053024291992,0.07894325256347656,0.09281110763549805,0.04311871528625488
0.045885324478149414,0.08677434921264648,0.0839548110961914,0.07035326957702637,0.08014178276062012,0.09276723861694336,0.04412412643432617
0.04885363578796387,0.08708548545837402,0.09152483940124512,0.0911722183227539,0.09158873558044434,0.1018531322479248,0.04387688636779785
0.05110740661621094,0.09182000160217285,0.09498429298400879,0.0821847915649414,0.0834035873413086,0.09594869613647461,0.04620003700256348
0.056821584701538086,0.09719443321228027,0.10280585289001465,0.08370304107666016,0.07899236679077148,0.09362459182739258,0.04599618911743164
0.04694628715515137,0.09124922752380371,0.08853650093078613,0.07988905906677246,0.08017802238464355,0.09553885459899902,0.050090789794921875
0.04787778854370117,0.09120965003967285,0.09276103973388672,0.07932066917419434,0.08555912971496582,0.09409046173095703,0.04570174217224121
0.048551321029663086,0.08732461929321289,0.09271764755249023,0.08930444717407227,0.07897543907165527,0.09247994422912598,0.04567551612854004
0.048531532287597656,0.08896136283874512,0.09738898277282715,0.07539701461791992,0.07798004150390625,0.09360241889953613,0.04610466957092285
0.04866957664489746,0.10367012023925781,0.0899813175201416,0.07996010780334473,0.07986950874328613,0.09701228141784668,0.043230295181274414
0.05006003379821777,0.09188485145568848,0.08933615684509277,0.08125472068786621,0.08214282989501953,0.09520387649536133,0.046045780181884766
0.046297311782836914,0.0921628475189209,0.09159350395202637,0.07672739028930664,0.0803384780883789,0.09808492660522461,0.04590749740600586
0.0470125675201416,0.09571671485900879,0.10057735443115234,0.08217024803161621,0.08235383033752441,0.09368681907653809,0.043714046478271484
0.0513460636138916,0.0912470817565918,0.08756875991821289,0.08151531219482422,0.08223104476928711,0.10194230079650879,0.04717874526977539
0.051973581314086914,0.08873152732849121,0.08911609649658203,0.07619023323059082,0.08119082450866699,0.09705877304077148,0.044309139251708984
0.04781651496887207,0.09055924415588379,0.08695292472839355,0.07923245429992676,0.07993483543395996,0.0932474136352539,0.045290231704711914
0.05011272430419922,0.09285163879394531,0.0921938419342041,0.07642579078674316,0.07911014556884766,0.09355378150939941,0.04662895202636719
0.04929614067077637,0.09254813194274902,0.0899507999420166,0.0796041488647461,0.07675647735595703,0.0955801010131836,0.044857025146484375
0.04953765869140625,0.08956360816955566,0.09667825698852539,0.08066892623901367,0.08083152770996094,0.0929269790649414,0.04498004913330078
0.04742884635925293,0.08764362335205078,0.08863353729248047,0.07989788055419922,0.07939982414245605,0.09630608558654785,0.044164180755615234
0.0500338077545166,0.0938565731048584,0.08998298645019531,0.07649755477905273,0.07994675636291504,0.09333562850952148,0.0438232421875
0.04839944839477539,0.08913230895996094,0.0929572582244873,0.08331513404846191,0.08001565933227539,0.09479784965515137,0.0461573600769043
0.049217939376831055,0.09328842163085938,0.09877538681030273,0.07787513732910156,0.07976841926574707,0.0944831371307373,0.04716658592224121
0.04993629455566406,0.09292006492614746,0.08918499946594238,0.07469058036804199,0.07723784446716309,0.09626030921936035,0.04500293731689453
0.04852628707885742,0.09868574142456055,0.09484148025512695,0.07403230667114258,0.0800015926361084,0.09573650360107422,0.044098615646362305
0.04735732078552246,0.09385871887207031,0.09145712852478027,0.07609939575195312,0.08127260208129883,0.09267210960388184,0.04514193534851074
0.04881548881530762,0.09167003631591797,0.08988022804260254,0.07756328582763672,0.0783224105834961,0.09453034400939941,0.04516863822937012
0.05138516426086426,0.09148836135864258,0.09628534317016602,0.07892155647277832,0.08076763153076172,0.09382081031799316,0.04736471176147461
0.05285954475402832,0.09194159507751465,0.0925302505493164,0.13895297050476074,0.12805557250976562,0.13135457038879395,0.06663250923156738
0.06980419158935547,0.13967323303222656,0.15478086471557617,0.1040494441986084,0.10151863098144531,0.11825227737426758,0.052797794342041016
0.05500149726867676,0.10979461669921875,0.10277271270751953,0.07944798469543457,0.07887744903564453,0.11017084121704102,0.05295586585998535
0.059108734130859375,0.10567688941955566,0.09924197196960449,0.08035564422607422,0.08038902282714844,0.0944054126739502,0.04857659339904785
0.05448603630065918,0.09463930130004883,0.09684109687805176,0.08789896965026855,0.09335780143737793,0.10446667671203613,0.0478055477142334
0.0497739315032959,0.0924382209777832,0.0894925594329834,0.07987856864929199,0.08630228042602539,0.10066056251525879,0.045928955078125
0.04912567138671875,0.09233880043029785,0.09683990478515625,0.08360409736633301,0.08955574035644531,0.10849761962890625,0.05224251747131348
0.05895495414733887,0.09095430374145508,0.0853431224822998,0.0805966854095459,0.09632325172424316,0.1083216667175293,0.05269932746887207
0.05690646171569824,0.10291767120361328,0.09432077407836914,0.08370256423950195,0.08821678161621094,0.11307597160339355,0.05194258689880371
0.057502031326293945,0.10716366767883301,0.0919487476348877,0.07973694801330566,0.08676481246948242,0.09318852424621582,0.0459132194519043
0.05020928382873535,0.0920567512512207,0.09343338012695312,0.08125972747802734,0.08314085006713867,0.09347009658813477,0.04348325729370117
0.04809427261352539,0.08841705322265625,0.08978080749511719,0.07810640335083008,0.08281660079956055,0.09582710266113281,0.046639442443847656
0.04987525939941406,0.0911247730255127,0.08945059776306152,0.07952642440795898,0.07842636108398438,0.09454727172851562,0.04464435577392578
0.04882454872131348,0.09136509895324707,0.08840775489807129,0.0793907642364502,0.08097219467163086,0.09598112106323242,0.045083045959472656
0.049585580825805664,0.09307742118835449,0.09168767929077148,0.07623696327209473,0.08496809005737305,0.09607720375061035,0.04633927345275879
0.04789304733276367,0.09006810188293457,0.0908517837524414,0.08458375930786133,0.0839376449584961,0.09944796562194824,0.04606199264526367
0.0478510856628418,0.09195661544799805,0.0901799201965332,0.08341026306152344,0.08148598670959473,0.0991365909576416,0.04525113105773926
0.05005049705505371,0.0888373851776123,0.0918726921081543,0.0760502815246582,0.07980871200561523,0.09177732467651367,0.043847084045410156
0.05194997787475586,0.08864521980285645,0.0963292121887207,0.07904529571533203,0.08485054969787598,0.09610176086425781,0.04554867744445801
0.04989171028137207,0.08905315399169922,0.09864354133605957,0.08360481262207031,0.0804286003112793,0.09659409523010254,0.04637718200683594
0.05785059928894043,0.10567092895507812,0.1040029525756836,0.09211492538452148,0.09432458877563477,0.09475970268249512,0.04596567153930664
0.049696922302246094,0.0943753719329834,0.10269427299499512,0.09279561042785645,0.08513021469116211,0.0944371223449707,0.04622793197631836
0.04906058311462402,0.09255743026733398,0.08655071258544922,0.08434462547302246,0.07893776893615723,0.09280681610107422,0.047860145568847656
0.0469970703125,0.08776402473449707,0.0892789363861084,0.07639646530151367,0.08276581764221191,0.09473204612731934,0.04778313636779785
0.047008514404296875,0.08939766883850098,0.0994865894317627,0.08159804344177246,0.08036613464355469,0.0948178768157959,0.04476642608642578
0.04763293266296387,0.09176492691040039,0.0945286750793457,0.07864832878112793,0.07918548583984375,0.0959463119506836,0.045705556869506836
0.0489649772644043,0.10043215751647949,0.09286928176879883,0.07712602615356445,0.08161449432373047,0.09604263305664062,0.04618072509765625
0.04596900939941406,0.09419989585876465,0.08625650405883789,0.07786107063293457,0.08117556571960449,0.09576988220214844,0.04359316825866699
0.0482175350189209,0.09799599647521973,0.09982728958129883,0.08819150924682617,0.08398747444152832,0.09686732292175293,0.04626274108886719
0.05287313461303711,0.09216880798339844,0.09483003616333008,0.08450531959533691,0.08286881446838379,0.09902143478393555,0.046000003814697266
0.04895138740539551,0.09405016899108887,0.09056401252746582,0.08344459533691406,0.08017778396606445,0.0961306095123291,0.04555559158325195
0.05061221122741699,0.08850717544555664,0.09030556678771973,0.07553911209106445,0.07971620559692383,0.0922708511352539,0.04478311538696289
0.0553281307220459,0.09225273132324219,0.09053897857666016,0.08163213729858398,0.08169794082641602,0.09631991386413574,0.043988943099975586
0.046877145767211914,0.09699702262878418,0.09323477745056152,0.07840681076049805,0.07880616188049316,0.09624171257019043,0.044754981994628906
0.04858231544494629,0.0986013412475586,0.09281492233276367,0.08685779571533203,0.0808248519897461,0.09479999542236328,0.04392862319946289
0.047930002212524414,0.09165763854980469,0.09047102928161621,0.08521723747253418,0.0800175666809082,0.09494209289550781,0.04602384567260742
0.04877281188964844,0.09177160263061523,0.08697628974914551,0.08283352851867676,0.08263564109802246,0.09502100944519043,0.043517112731933594
0.04989743232727051,0.09730672836303711,0.10300278663635254,0.08293914794921875,0.08750748634338379,0.093017578125,0.04670286178588867
0.04975104331970215,0.08878397941589355,0.0925450325012207,0.07540082931518555,0.07950234413146973,0.09357833862304688,0.0451054573059082
0.048795461654663086,0.08844494819641113,0.09074211120605469,0.08300304412841797,0.07977914810180664,0.09347152709960938,0.0445859432220459
0.04708671569824219,0.0926504135131836,0.09160161018371582,0.0797281265258789,0.08250546455383301,0.09317135810852051,0.04326653480529785
0.047646284103393555,0.09044504165649414,0.09306526184082031,0.09074616432189941,0.07815027236938477,0.09422421455383301,0.04509782791137695
